,geometry
15357,"POLYGON ((5.061012185137286 52.399308865329544, 5.061012185137286 52.40111066713135, 5.063959914221755 52.40111066713135, 5.063959914221755 52.399308865329544, 5.061012185137286 52.399308865329544))"
15358,"POLYGON ((5.061012185137286 52.40111066713135, 5.061012185137286 52.40291246893315, 5.063959914221755 52.40291246893315, 5.063959914221755 52.40111066713135, 5.061012185137286 52.40111066713135))"
15359,"POLYGON ((5.061012185137286 52.40291246893315, 5.061012185137286 52.40471427073496, 5.063959914221755 52.40471427073496, 5.063959914221755 52.40291246893315, 5.061012185137286 52.40291246893315))"
15360,"POLYGON ((5.061012185137286 52.40471427073496, 5.061012185137286 52.40651607253676, 5.063959914221755 52.40651607253676, 5.063959914221755 52.40471427073496, 5.061012185137286 52.40471427073496))"
15361,"POLYGON ((5.061012185137286 52.40651607253676, 5.061012185137286 52.408317874338564, 5.063959914221755 52.408317874338564, 5.063959914221755 52.40651607253676, 5.061012185137286 52.40651607253676))"
15362,"POLYGON ((5.061012185137286 52.408317874338564, 5.061012185137286 52.41011967614037, 5.063959914221755 52.41011967614037, 5.063959914221755 52.408317874338564, 5.061012185137286 52.408317874338564))"
15363,"POLYGON ((5.061012185137286 52.41011967614037, 5.061012185137286 52.41192147794217, 5.063959914221755 52.41192147794217, 5.063959914221755 52.41011967614037, 5.061012185137286 52.41011967614037))"
15364,"POLYGON ((5.061012185137286 52.41192147794217, 5.061012185137286 52.41372327974398, 5.063959914221755 52.41372327974398, 5.063959914221755 52.41192147794217, 5.061012185137286 52.41192147794217))"
15365,"POLYGON ((5.061012185137286 52.41372327974398, 5.061012185137286 52.41552508154578, 5.063959914221755 52.41552508154578, 5.063959914221755 52.41372327974398, 5.061012185137286 52.41372327974398))"
15366,"POLYGON ((5.061012185137286 52.41552508154578, 5.061012185137286 52.417326883347584, 5.063959914221755 52.417326883347584, 5.063959914221755 52.41552508154578, 5.061012185137286 52.41552508154578))"
15367,"POLYGON ((5.061012185137286 52.417326883347584, 5.061012185137286 52.41912868514939, 5.063959914221755 52.41912868514939, 5.063959914221755 52.417326883347584, 5.061012185137286 52.417326883347584))"
15368,"POLYGON ((5.061012185137286 52.41912868514939, 5.061012185137286 52.42093048695119, 5.063959914221755 52.42093048695119, 5.063959914221755 52.41912868514939, 5.061012185137286 52.41912868514939))"
15369,"POLYGON ((5.061012185137286 52.42093048695119, 5.061012185137286 52.422732288753, 5.063959914221755 52.422732288753, 5.063959914221755 52.42093048695119, 5.061012185137286 52.42093048695119))"
15370,"POLYGON ((5.061012185137286 52.422732288753, 5.061012185137286 52.4245340905548, 5.063959914221755 52.4245340905548, 5.063959914221755 52.422732288753, 5.061012185137286 52.422732288753))"
15371,"POLYGON ((5.061012185137286 52.4245340905548, 5.061012185137286 52.426335892356605, 5.063959914221755 52.426335892356605, 5.063959914221755 52.4245340905548, 5.061012185137286 52.4245340905548))"
15372,"POLYGON ((5.061012185137286 52.426335892356605, 5.061012185137286 52.42813769415841, 5.063959914221755 52.42813769415841, 5.063959914221755 52.426335892356605, 5.061012185137286 52.426335892356605))"
15373,"POLYGON ((5.061012185137286 52.42813769415841, 5.061012185137286 52.42993949596021, 5.063959914221755 52.42993949596021, 5.063959914221755 52.42813769415841, 5.061012185137286 52.42813769415841))"
15374,"POLYGON ((5.061012185137286 52.42993949596021, 5.061012185137286 52.43174129776202, 5.063959914221755 52.43174129776202, 5.063959914221755 52.42993949596021, 5.061012185137286 52.42993949596021))"
15375,"POLYGON ((5.063959914221755 52.206516072536516, 5.063959914221755 52.20831787433832, 5.066907643306224 52.20831787433832, 5.066907643306224 52.206516072536516, 5.063959914221755 52.206516072536516))"
15376,"POLYGON ((5.063959914221755 52.20831787433832, 5.063959914221755 52.210119676140124, 5.066907643306224 52.210119676140124, 5.066907643306224 52.20831787433832, 5.063959914221755 52.20831787433832))"
15377,"POLYGON ((5.063959914221755 52.210119676140124, 5.063959914221755 52.21192147794193, 5.066907643306224 52.21192147794193, 5.066907643306224 52.210119676140124, 5.063959914221755 52.210119676140124))"
15378,"POLYGON ((5.063959914221755 52.21192147794193, 5.063959914221755 52.21372327974373, 5.066907643306224 52.21372327974373, 5.066907643306224 52.21192147794193, 5.063959914221755 52.21192147794193))"
15379,"POLYGON ((5.063959914221755 52.21372327974373, 5.063959914221755 52.215525081545536, 5.066907643306224 52.215525081545536, 5.066907643306224 52.21372327974373, 5.063959914221755 52.21372327974373))"
15380,"POLYGON ((5.063959914221755 52.215525081545536, 5.063959914221755 52.21732688334734, 5.066907643306224 52.21732688334734, 5.066907643306224 52.215525081545536, 5.063959914221755 52.215525081545536))"
15381,"POLYGON ((5.063959914221755 52.21732688334734, 5.063959914221755 52.219128685149144, 5.066907643306224 52.219128685149144, 5.066907643306224 52.21732688334734, 5.063959914221755 52.21732688334734))"
15382,"POLYGON ((5.063959914221755 52.219128685149144, 5.063959914221755 52.22093048695095, 5.066907643306224 52.22093048695095, 5.066907643306224 52.219128685149144, 5.063959914221755 52.219128685149144))"
15383,"POLYGON ((5.063959914221755 52.22093048695095, 5.063959914221755 52.22273228875275, 5.066907643306224 52.22273228875275, 5.066907643306224 52.22093048695095, 5.063959914221755 52.22093048695095))"
15384,"POLYGON ((5.063959914221755 52.22273228875275, 5.063959914221755 52.224534090554556, 5.066907643306224 52.224534090554556, 5.066907643306224 52.22273228875275, 5.063959914221755 52.22273228875275))"
15385,"POLYGON ((5.063959914221755 52.224534090554556, 5.063959914221755 52.22633589235636, 5.066907643306224 52.22633589235636, 5.066907643306224 52.224534090554556, 5.063959914221755 52.224534090554556))"
15386,"POLYGON ((5.063959914221755 52.22633589235636, 5.063959914221755 52.228137694158164, 5.066907643306224 52.228137694158164, 5.066907643306224 52.22633589235636, 5.063959914221755 52.22633589235636))"
15387,"POLYGON ((5.063959914221755 52.228137694158164, 5.063959914221755 52.22993949595997, 5.066907643306224 52.22993949595997, 5.066907643306224 52.228137694158164, 5.063959914221755 52.228137694158164))"
15388,"POLYGON ((5.063959914221755 52.22993949595997, 5.063959914221755 52.23174129776177, 5.066907643306224 52.23174129776177, 5.066907643306224 52.22993949595997, 5.063959914221755 52.22993949595997))"
15389,"POLYGON ((5.063959914221755 52.23174129776177, 5.063959914221755 52.233543099563576, 5.066907643306224 52.233543099563576, 5.066907643306224 52.23174129776177, 5.063959914221755 52.23174129776177))"
15390,"POLYGON ((5.063959914221755 52.233543099563576, 5.063959914221755 52.23534490136538, 5.066907643306224 52.23534490136538, 5.066907643306224 52.233543099563576, 5.063959914221755 52.233543099563576))"
15391,"POLYGON ((5.063959914221755 52.23534490136538, 5.063959914221755 52.237146703167184, 5.066907643306224 52.237146703167184, 5.066907643306224 52.23534490136538, 5.063959914221755 52.23534490136538))"
15392,"POLYGON ((5.063959914221755 52.237146703167184, 5.063959914221755 52.23894850496899, 5.066907643306224 52.23894850496899, 5.066907643306224 52.237146703167184, 5.063959914221755 52.237146703167184))"
15393,"POLYGON ((5.063959914221755 52.23894850496899, 5.063959914221755 52.24075030677079, 5.066907643306224 52.24075030677079, 5.066907643306224 52.23894850496899, 5.063959914221755 52.23894850496899))"
15394,"POLYGON ((5.063959914221755 52.24075030677079, 5.063959914221755 52.242552108572596, 5.066907643306224 52.242552108572596, 5.066907643306224 52.24075030677079, 5.063959914221755 52.24075030677079))"
15395,"POLYGON ((5.063959914221755 52.242552108572596, 5.063959914221755 52.2443539103744, 5.066907643306224 52.2443539103744, 5.066907643306224 52.242552108572596, 5.063959914221755 52.242552108572596))"
15396,"POLYGON ((5.063959914221755 52.2443539103744, 5.063959914221755 52.246155712176204, 5.066907643306224 52.246155712176204, 5.066907643306224 52.2443539103744, 5.063959914221755 52.2443539103744))"
15397,"POLYGON ((5.063959914221755 52.246155712176204, 5.063959914221755 52.24795751397801, 5.066907643306224 52.24795751397801, 5.066907643306224 52.246155712176204, 5.063959914221755 52.246155712176204))"
15398,"POLYGON ((5.063959914221755 52.24795751397801, 5.063959914221755 52.24975931577981, 5.066907643306224 52.24975931577981, 5.066907643306224 52.24795751397801, 5.063959914221755 52.24795751397801))"
15399,"POLYGON ((5.063959914221755 52.24975931577981, 5.063959914221755 52.251561117581616, 5.066907643306224 52.251561117581616, 5.066907643306224 52.24975931577981, 5.063959914221755 52.24975931577981))"
15400,"POLYGON ((5.063959914221755 52.251561117581616, 5.063959914221755 52.25336291938342, 5.066907643306224 52.25336291938342, 5.066907643306224 52.251561117581616, 5.063959914221755 52.251561117581616))"
15401,"POLYGON ((5.063959914221755 52.25336291938342, 5.063959914221755 52.255164721185224, 5.066907643306224 52.255164721185224, 5.066907643306224 52.25336291938342, 5.063959914221755 52.25336291938342))"
15402,"POLYGON ((5.063959914221755 52.255164721185224, 5.063959914221755 52.25696652298703, 5.066907643306224 52.25696652298703, 5.066907643306224 52.255164721185224, 5.063959914221755 52.255164721185224))"
15403,"POLYGON ((5.063959914221755 52.25696652298703, 5.063959914221755 52.25876832478883, 5.066907643306224 52.25876832478883, 5.066907643306224 52.25696652298703, 5.063959914221755 52.25696652298703))"
15404,"POLYGON ((5.063959914221755 52.25876832478883, 5.063959914221755 52.260570126590636, 5.066907643306224 52.260570126590636, 5.066907643306224 52.25876832478883, 5.063959914221755 52.25876832478883))"
15405,"POLYGON ((5.063959914221755 52.260570126590636, 5.063959914221755 52.26237192839244, 5.066907643306224 52.26237192839244, 5.066907643306224 52.260570126590636, 5.063959914221755 52.260570126590636))"
15406,"POLYGON ((5.063959914221755 52.26237192839244, 5.063959914221755 52.264173730194244, 5.066907643306224 52.264173730194244, 5.066907643306224 52.26237192839244, 5.063959914221755 52.26237192839244))"
15407,"POLYGON ((5.063959914221755 52.264173730194244, 5.063959914221755 52.26597553199605, 5.066907643306224 52.26597553199605, 5.066907643306224 52.264173730194244, 5.063959914221755 52.264173730194244))"
15408,"POLYGON ((5.063959914221755 52.26597553199605, 5.063959914221755 52.26777733379785, 5.066907643306224 52.26777733379785, 5.066907643306224 52.26597553199605, 5.063959914221755 52.26597553199605))"
15409,"POLYGON ((5.063959914221755 52.26777733379785, 5.063959914221755 52.269579135599656, 5.066907643306224 52.269579135599656, 5.066907643306224 52.26777733379785, 5.063959914221755 52.26777733379785))"
15410,"POLYGON ((5.063959914221755 52.269579135599656, 5.063959914221755 52.27138093740146, 5.066907643306224 52.27138093740146, 5.066907643306224 52.269579135599656, 5.063959914221755 52.269579135599656))"
15411,"POLYGON ((5.063959914221755 52.27138093740146, 5.063959914221755 52.273182739203264, 5.066907643306224 52.273182739203264, 5.066907643306224 52.27138093740146, 5.063959914221755 52.27138093740146))"
15412,"POLYGON ((5.063959914221755 52.273182739203264, 5.063959914221755 52.27498454100507, 5.066907643306224 52.27498454100507, 5.066907643306224 52.273182739203264, 5.063959914221755 52.273182739203264))"
15413,"POLYGON ((5.063959914221755 52.27498454100507, 5.063959914221755 52.27678634280687, 5.066907643306224 52.27678634280687, 5.066907643306224 52.27498454100507, 5.063959914221755 52.27498454100507))"
15414,"POLYGON ((5.063959914221755 52.27678634280687, 5.063959914221755 52.278588144608676, 5.066907643306224 52.278588144608676, 5.066907643306224 52.27678634280687, 5.063959914221755 52.27678634280687))"
15415,"POLYGON ((5.063959914221755 52.278588144608676, 5.063959914221755 52.28038994641048, 5.066907643306224 52.28038994641048, 5.066907643306224 52.278588144608676, 5.063959914221755 52.278588144608676))"
15416,"POLYGON ((5.063959914221755 52.28038994641048, 5.063959914221755 52.282191748212284, 5.066907643306224 52.282191748212284, 5.066907643306224 52.28038994641048, 5.063959914221755 52.28038994641048))"
15417,"POLYGON ((5.063959914221755 52.282191748212284, 5.063959914221755 52.28399355001409, 5.066907643306224 52.28399355001409, 5.066907643306224 52.282191748212284, 5.063959914221755 52.282191748212284))"
15418,"POLYGON ((5.063959914221755 52.28399355001409, 5.063959914221755 52.28579535181589, 5.066907643306224 52.28579535181589, 5.066907643306224 52.28399355001409, 5.063959914221755 52.28399355001409))"
15419,"POLYGON ((5.063959914221755 52.28579535181589, 5.063959914221755 52.287597153617696, 5.066907643306224 52.287597153617696, 5.066907643306224 52.28579535181589, 5.063959914221755 52.28579535181589))"
15420,"POLYGON ((5.063959914221755 52.287597153617696, 5.063959914221755 52.2893989554195, 5.066907643306224 52.2893989554195, 5.066907643306224 52.287597153617696, 5.063959914221755 52.287597153617696))"
15421,"POLYGON ((5.063959914221755 52.2893989554195, 5.063959914221755 52.291200757221304, 5.066907643306224 52.291200757221304, 5.066907643306224 52.2893989554195, 5.063959914221755 52.2893989554195))"
15422,"POLYGON ((5.063959914221755 52.291200757221304, 5.063959914221755 52.29300255902311, 5.066907643306224 52.29300255902311, 5.066907643306224 52.291200757221304, 5.063959914221755 52.291200757221304))"
15423,"POLYGON ((5.063959914221755 52.29300255902311, 5.063959914221755 52.29480436082491, 5.066907643306224 52.29480436082491, 5.066907643306224 52.29300255902311, 5.063959914221755 52.29300255902311))"
15424,"POLYGON ((5.063959914221755 52.29480436082491, 5.063959914221755 52.296606162626716, 5.066907643306224 52.296606162626716, 5.066907643306224 52.29480436082491, 5.063959914221755 52.29480436082491))"
15425,"POLYGON ((5.063959914221755 52.296606162626716, 5.063959914221755 52.29840796442852, 5.066907643306224 52.29840796442852, 5.066907643306224 52.296606162626716, 5.063959914221755 52.296606162626716))"
15426,"POLYGON ((5.063959914221755 52.29840796442852, 5.063959914221755 52.300209766230324, 5.066907643306224 52.300209766230324, 5.066907643306224 52.29840796442852, 5.063959914221755 52.29840796442852))"
15427,"POLYGON ((5.063959914221755 52.300209766230324, 5.063959914221755 52.30201156803213, 5.066907643306224 52.30201156803213, 5.066907643306224 52.300209766230324, 5.063959914221755 52.300209766230324))"
15428,"POLYGON ((5.063959914221755 52.30201156803213, 5.063959914221755 52.30381336983393, 5.066907643306224 52.30381336983393, 5.066907643306224 52.30201156803213, 5.063959914221755 52.30201156803213))"
15429,"POLYGON ((5.063959914221755 52.30381336983393, 5.063959914221755 52.305615171635736, 5.066907643306224 52.305615171635736, 5.066907643306224 52.30381336983393, 5.063959914221755 52.30381336983393))"
15430,"POLYGON ((5.063959914221755 52.305615171635736, 5.063959914221755 52.30741697343754, 5.066907643306224 52.30741697343754, 5.066907643306224 52.305615171635736, 5.063959914221755 52.305615171635736))"
15431,"POLYGON ((5.063959914221755 52.30741697343754, 5.063959914221755 52.309218775239344, 5.066907643306224 52.309218775239344, 5.066907643306224 52.30741697343754, 5.063959914221755 52.30741697343754))"
